,Table S11 GO enrichment of cluster 4,,,,,
GO:0055029,nuclear DNA-directed RNA polymerase complex,1,98,4.26E-03,cellular_component,"A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."
GO:0000419,RNA polymerase V complex,1,22,3.40E-10,cellular_component,"RNA polymerase V is a multisubunit RNA polymerase complex found in the nucleus of plants and involved in accumulation of siRNAs and in DNA methylation-dependent silencing of endogenous repeated sequences. Pol V is composed of subunits that are paralogous or identical to the 12 subunits of Pol II. Two large subunits comprise the most conserved portion including the catalytic site and share similarity with other eukaryotic and bacterial multisubunit RNA polymerases. The second largest subunit is also found in RNA polymerase IVa, while the largest subunit is found only in the IVa complex and contains an extended C-terminal domain (CTD) that includes multiple repeats of a 16 amino-acid consensus sequence as well as other sequences. The remainder of the complex is composed of smaller subunits."
GO:0046341,CDP-diacylglycerol metabolic process,1,19,1.33E-11,biological_process,"The chemical reactions and pathways involving CDP-diacylglycerol, CDP-1,2-diacylglycerol, a substance composed of diacylglycerol in glycosidic linkage with cytidine diphosphate. It is a common intermediate in phospholipid biosynthesis."
GO:0016779,nucleotidyltransferase activity,2,515,3.83E-02,molecular_function,Catalysis of the transfer of a nucleotidyl group to a reactant.
GO:0003899,DNA-directed 5'-3' RNA polymerase activity,1,160,3.26E-02,molecular_function,"Catalysis of the reaction: nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1). Utilizes a DNA template, i.e. the catalysis of DNA-template-directed extension of the 3'-end of an RNA strand by one nucleotide at a time. Can initiate a chain 'de novo'."
GO:0070918,regulatory ncRNA processing,1,81,1.49E-03,biological_process,A process leading to the generation of a functional regulatory non-coding RNA.
GO:0000418,RNA polymerase IV complex,1,16,1.57E-13,cellular_component,"RNA polymerase IV is a multisubunit RNA polymerase complex found in the nucleus of plants and involved in accumulation of siRNAs and in DNA methylation-dependent silencing of endogenous repeated sequences. Pol IV is composed of subunits that are paralogous or identical to the 12 subunits of Pol II. The largest and second-largest subunits of Pol IV are the catalytic subunits and share similarity with the corresponding subunits of other eukaryotic and bacterial multisubunit RNA polymerases. The second largest subunit is also found in RNA polymerase V, while the largest subunit is found only in RNAP IV complex."
GO:0030422,siRNA processing,1,45,1.39E-05,biological_process,A process leading to the generation of a functional small interfering RNA (siRNA). Includes the cleavage of double-stranded RNA to form small interfering RNA molecules (siRNAs) of 21-23 nucleotides. May also include amplification of the siRNA by RNA-directed RNA polymerase.
GO:0006305,DNA alkylation,1,59,1.64E-04,biological_process,The addition of alkyl groups to many positions on all four bases of DNA. Alkylating agents can also modify the bases of incoming nucleotides in the course of DNA synthesis.
GO:0006306,DNA methylation,1,59,1.64E-04,biological_process,The covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine.
GO:0016441,post-transcriptional gene silencing,1,113,8.40E-03,biological_process,The inactivation of gene expression that occurs after transcription.
GO:0006304,DNA modification,1,86,2.11E-03,biological_process,"The covalent alteration of one or more nucleotide sites in DNA, resulting in a change in its properties."
GO:0009575,chromoplast stroma,1,1,1.07E-193,cellular_component,The space enclosed by the double membrane of a chromoplast but excluding the photosynthetic material.
GO:0010206,photosystem II repair,1,14,2.86E-15,biological_process,Proteolysis of the damaged D1 protein and re-assembly of a new D1 subunit in the photosystem II following photoinhibition.
GO:0015979,photosynthesis,1,164,3.55E-02,biological_process,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds."
GO:0019898,extrinsic component of membrane,1,90,2.72E-03,cellular_component,"The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."
GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,1,102,5.20E-03,biological_process,"A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation."
GO:0035448,extrinsic component of thylakoid membrane,1,1,1.07E-193,cellular_component,"The component of a thylakoid membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."
GO:0030091,protein repair,1,25,4.03E-09,biological_process,The process of restoring a protein to its original state after damage by such things as oxidation or spontaneous decomposition of residues.
GO:0006351,DNA-templated transcription,2,500,3.39E-02,biological_process,The synthesis of an RNA transcript from a DNA template.
GO:0061572,actin filament bundle organization,1,34,5.04E-07,biological_process,"A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle."
GO:0035670,plant-type ovary development,1,1,1.07E-193,biological_process,"The process whose specific outcome is the progression of an ovary that produces an ovule over time, from its formation to the mature structure. The ovary is the enlarged basal portion of a carpel and matures into a fruit. An ovule is the multicellular structure that gives rise to and contains the female reproductive cells, and develops into a seed."
GO:0051017,actin filament bundle assembly,1,34,5.04E-07,biological_process,The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness.
GO:0010207,photosystem II assembly,2,38,2.08E-21,biological_process,"The aggregation, arrangement and bonding together of a set of components to form a photosystem II complex on the thylakoid membrane. The photosystem II complex consists of at least 20 polypeptides and around 80 cofactors in most organisms."
GO:0008154,actin polymerization or depolymerization,1,69,5.28E-04,biological_process,Assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament.
GO:0015629,actin cytoskeleton,1,84,1.84E-03,cellular_component,The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes.
GO:0005856,cytoskeleton,1,151,2.67E-02,cellular_component,"A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."
GO:0009644,response to high light intensity,2,65,6.44E-13,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a high light intensity stimulus."
GO:0022411,cellular component disassembly,1,156,2.99E-02,biological_process,A cellular process that results in the breakdown of a cellular component.
GO:0030042,actin filament depolymerization,1,50,3.92E-05,biological_process,Disassembly of actin filaments by the removal of actin monomers from a filament.
GO:0032984,protein-containing complex disassembly,1,121,1.13E-02,biological_process,The disaggregation of a protein-containing macromolecular complex into its constituent components.
GO:0048588,developmental cell growth,2,275,1.35E-03,biological_process,"The growth of a cell, where growth contributes to the progression of the cell over time from one condition to another."
GO:0047484,regulation of response to osmotic stress,1,47,2.16E-05,biological_process,Any process that modulates the rate or extent of the response to osmotic stress.
GO:0051261,protein depolymerization,1,67,4.30E-04,biological_process,"The process in which protein polymers, compounds composed of a large number of component monomers, are broken down. Depolymerization occurs by the successive removal of monomers from an existing poly- or oligomeric protein."
GO:0051015,actin filament binding,1,145,2.31E-02,molecular_function,"Binding to an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits."
GO:1901000,regulation of response to salt stress,1,38,2.09E-06,biological_process,"Any process that modulates the frequency, rate or extent of response to salt stress."
GO:0060560,developmental growth involved in morphogenesis,2,551,4.99E-02,biological_process,The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape.
GO:0010929,positive regulation of auxin mediated signaling pathway,1,9,5.74E-23,biological_process,"Any process that increases the rate, frequency or extent of auxin mediated signaling pathway. Auxin mediated signaling pathway is the series of molecular signals generated in response to detection of auxin."
GO:0009561,megagametogenesis,1,35,7.41E-07,biological_process,"The process whose specific outcome is the progression of the embryo sac over time, from its formation as the megaspore to the mature structure. The process begins when three of the four haploid megaspores disintegrate, and the fourth undergoes mitosis giving rise to a binucleate syncytial embryo sac. The two haploid nuclei migrate to the opposite poles of the embryo sac and then undergo two rounds of mitosis generating four haploid nuclei at each pole. One nucleus from each set of four migrates to the center of the cell. Cellularization occurs, resulting in an eight-nucleate seven-celled structure. This structure contains two synergid cells and an egg cell at the micropylar end, and three antipodal cells at the other end. A binucleate endosperm mother cell is formed at the center."
GO:0005819,spindle,1,67,4.30E-04,cellular_component,The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart.
GO:0031625,ubiquitin protein ligase binding,1,76,1.00E-03,molecular_function,"Binding to a ubiquitin protein ligase enzyme, any of the E3 proteins."
GO:0044389,ubiquitin-like protein ligase binding,1,86,2.11E-03,molecular_function,"Binding to a ubiquitin-like protein ligase, such as ubiquitin-ligase."
GO:1901001,negative regulation of response to salt stress,1,14,2.86E-15,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of response to salt stress."
GO:0010014,meristem initiation,1,55,9.19E-05,biological_process,"Initiation of a region of tissue in a plant that is composed of one or more undifferentiated cells capable of undergoing mitosis and differentiation, thereby effecting growth and development of a plant by giving rise to more meristem or specialized tissue."
GO:0140547,acquisition of seed longevity,1,10,8.13E-21,biological_process,"The acquisition of seed longevity is the ordered series of events during seed development, that prevent embryo deterioration and ROS damage and thus contribute to seed viability over time or in response to adverse environmental conditions. These events include protective (e.g. production of glassy cytoplasm ) and repair (e.g. oxidative stress responses) processes."
GO:0010016,shoot system morphogenesis,1,89,2.56E-03,biological_process,The process in which the anatomical structures of the shoot are generated and organized. The shoot is the part of a seed plant body that is usually above ground.
GO:0070417,cellular response to cold,1,35,7.41E-07,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."
GO:0015144,carbohydrate transmembrane transporter activity,1,133,1.66E-02,molecular_function,Enables the transfer of carbohydrate from one side of a membrane to the other.
GO:0002218,activation of innate immune response,1,56,1.07E-04,biological_process,Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species.
GO:0002237,response to molecule of bacterial origin,1,160,3.26E-02,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."
GO:0002240,response to molecule of oomycetes origin,1,7,4.20E-29,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of oomycetes origin."
GO:0002253,activation of immune response,1,58,1.43E-04,biological_process,Any process that initiates an immune response.
GO:0009860,pollen tube growth,1,161,3.33E-02,biological_process,Growth of pollen via tip extension of the intine wall.
GO:0002757,immune response-activating signaling pathway,1,40,3.84E-06,biological_process,The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response.
GO:0002221,pattern recognition receptor signaling pathway,1,25,4.03E-09,biological_process,"The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."
GO:0002684,positive regulation of immune system process,1,73,7.74E-04,biological_process,"Any process that activates or increases the frequency, rate, or extent of an immune system process."
GO:0002764,immune response-regulating signaling pathway,1,41,5.09E-06,biological_process,"The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."
GO:0009624,response to nematode,1,86,2.11E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a nematode."
GO:0002758,innate immune response-activating signaling pathway,1,38,2.09E-06,biological_process,The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response.
GO:0031349,positive regulation of defense response,1,124,1.25E-02,biological_process,"Any process that activates or increases the frequency, rate or extent of a defense response."
GO:0002833,positive regulation of response to biotic stimulus,1,110,7.44E-03,biological_process,"Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."
GO:0032103,positive regulation of response to external stimulus,1,114,8.74E-03,biological_process,"Any process that activates, maintains or increases the rate of a response to an external stimulus."
GO:0016759,cellulose synthase activity,1,87,2.25E-03,molecular_function,"Catalysis of the reaction: nucleoside-disphosphate-glucose + ((1,4)-beta-D-glucosyl)(n) = nucleoside-disphosphate + ((1,4)-beta-D-glucosyl)(n+1)."
GO:0045089,positive regulation of innate immune response,1,71,6.43E-04,biological_process,"Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."
GO:0009832,plant-type cell wall biogenesis,2,246,5.97E-04,biological_process,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellulose and pectin-containing cell wall. An example of this is found in Arabidopsis thaliana."
GO:0016760,cellulose synthase (UDP-forming) activity,1,66,3.86E-04,molecular_function,"Catalysis of the reaction: UDP-glucose + ((1,4)-beta-D-glucosyl)(n) = UDP + ((1,4)-beta-D-glucosyl)(n+1)."
GO:0010214,seed coat development,1,38,2.09E-06,biological_process,"The process whose specific outcome is the progression of the seed coat over time, from its formation to the mature structure."
GO:0046527,glucosyltransferase activity,3,359,2.46E-05,molecular_function,"Catalysis of the transfer of a glucosyl group to an acceptor molecule, typically another carbohydrate or a lipid."
GO:0140426,pathogen-associated molecular pattern receptor signaling pathway,1,6,1.07E-33,biological_process,"The series of molecular signals initiated by a ligand binding of a pattern recognition receptor (PRR) to activate a plant innate immune response. PAMP-triggered immunity PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."
GO:0042546,cell wall biogenesis,3,456,2.89E-04,biological_process,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cell wall. Includes biosynthesis of constituent macromolecules, such as proteins and polysaccharides, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component. A cell wall is the rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis."
GO:0009608,response to symbiont,2,12,2.42E-65,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a symbiont, an organism living with an organism of a different species in close physical association. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction."
GO:0009610,response to symbiotic fungus,2,10,3.76E-78,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a symbiotic fungus, a fungus living in close physical association with another organism."
GO:0009408,response to heat,2,438,1.90E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."
GO:0016656,monodehydroascorbate reductase (NADH) activity,1,5,4.03E-40,molecular_function,Catalysis of the reaction: NADH + H+ + 2 monodehydroascorbate = NAD+ + 2 ascorbate.
GO:0050778,positive regulation of immune response,1,73,7.74E-04,biological_process,"Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",1,88,2.40E-03,molecular_function,Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a quinone or a similar acceptor molecule.
GO:0016595,glutamate binding,1,4,9.55E-50,molecular_function,"Binding to glutamate, the anion of 2-aminopentanedioic acid."
GO:0010383,cell wall polysaccharide metabolic process,4,257,3.06E-12,biological_process,The chemical reactions and pathways involving cell wall polysaccharides.
GO:0010410,hemicellulose metabolic process,4,190,1.67E-16,biological_process,"The chemical reactions and pathways involving hemicelluloses, plant cell wall polysaccharides that have a backbone of 1,4-linked beta-D-pyranosyl residues in which O4 is in the equatorial orientation. Many different hemicelluloses usually occur intermixed with each molecular type representing different degrees of polymerization and contain many different sugar monomers, which can include glucose, xylose, mannose, galactose, and arabinose. Hemicelluloses also contain most of the D-pentose sugars and occasionally small amounts of L-sugars as well. Xylose is always the sugar monomer present in the largest amount, but mannuronic acid and galacturonic acid also tend to be present."
GO:0043177,organic acid binding,2,194,7.71E-05,molecular_function,"Binding to an organic acid, any acidic compound containing carbon in covalent linkage."
GO:0016597,amino acid binding,2,30,7.76E-27,molecular_function,"Binding to an amino acid, organic acids containing one or more amino substituents."
GO:0031406,carboxylic acid binding,2,194,7.71E-05,molecular_function,"Binding to a carboxylic acid, an organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."
GO:0009299,mRNA transcription,1,25,4.03E-09,biological_process,The cellular synthesis of messenger RNA (mRNA) from a DNA template.
GO:0016762,xyloglucan:xyloglucosyl transferase activity,2,75,2.58E-11,molecular_function,"Catalysis of the cleavage of a beta-(1->4) bond in the backbone of a xyloglucan and transfers the xyloglucanyl segment on to O-4 of the non-reducing terminal glucose residue of an acceptor, which can be a xyloglucan or an oligosaccharide of xyloglucan."
GO:0009834,plant-type secondary cell wall biogenesis,1,86,2.11E-03,biological_process,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of inextensible cellulose- and pectin-containing cell walls that are formed between the plasma membrane and primary cell wall after cell expansion is complete. An example of this is found in Arabidopsis thaliana."
GO:0010073,meristem maintenance,1,112,8.07E-03,biological_process,"Any process involved in maintaining the identity, size and shape of a meristem."
GO:0045491,xylan metabolic process,2,87,7.13E-10,biological_process,"The chemical reactions and pathways involving xylan, a polymer containing a beta-1,4-linked D-xylose backbone."
GO:0044036,cell wall macromolecule metabolic process,4,318,6.52E-10,biological_process,"The chemical reactions and pathways involving macromolecules forming, or destined to form, part of the cell wall. A cell wall is a rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis."
GO:0010411,xyloglucan metabolic process,3,111,2.64E-16,biological_process,"The chemical reactions and pathways involving xyloglucan, the cross-linking glycan composed of (1->4)-beta-D-glucan backbone substituted at regular intervals with beta-D-xylosyl-(1->6) residues, which is present in the primary cell wall of most higher plants."
GO:0016998,cell wall macromolecule catabolic process,2,55,4.26E-15,biological_process,The chemical reactions and pathways resulting in the breakdown of macromolecules that form part of a cell wall.
GO:0009044,"xylan 1,4-beta-xylosidase activity",1,14,2.86E-15,molecular_function,Catalysis of the hydrolysis of (1->4)-beta-D-xylans so as to remove successive D-xylose residues from the non-reducing termini.
GO:0046556,alpha-L-arabinofuranosidase activity,1,22,3.40E-10,molecular_function,Catalysis of the hydrolysis of terminal non-reducing alpha-L-arabinofuranoside residues in alpha-L-arabinosides.
GO:0046686,response to cadmium ion,1,70,5.84E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."
GO:0048046,apoplast,2,407,1.34E-02,cellular_component,"The cell membranes and intracellular regions in a plant are connected through plasmodesmata, and plants may be described as having two major compartments: the living symplast and the non-living apoplast. The apoplast is external to the plasma membrane and includes cell walls, intercellular spaces and the lumen of dead structures such as xylem vessels. Water and solutes pass freely through it."
GO:0045493,xylan catabolic process,1,17,8.20E-13,biological_process,"The chemical reactions and pathways resulting in the breakdown of xylan, a polymer containing a beta-1,4-linked D-xylose backbone."
GO:0080176,"xyloglucan 1,6-alpha-xylosidase activity",1,1,1.07E-193,molecular_function,Catalysis of the hydrolysis of xyloglucan side chains so as to remove unsubstituted D-xylose residues attached to the glucose located at the non-reducing terminus.
GO:0044347,cell wall polysaccharide catabolic process,1,18,3.57E-12,biological_process,The chemical reactions and pathways resulting in the breakdown of cell wall polysaccharides.
GO:0061634,alpha-D-xyloside xylohydrolase,1,2,8.82E-98,molecular_function,"Catalysis of the hydrolysis of terminal, non-reducing alpha-D-xylose residues with release of alpha-D-xylose."
GO:2000895,hemicellulose catabolic process,1,17,8.20E-13,biological_process,The chemical reactions and pathways resulting in the breakdown of a hemicellulose.
GO:0007584,response to nutrient,1,15,2.42E-14,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."
GO:0009627,systemic acquired resistance,1,110,7.44E-03,biological_process,The salicylic acid mediated response to a pathogen which confers broad spectrum resistance.
GO:0031982,vesicle,3,772,1.30E-02,cellular_component,"Any small, fluid-filled, spherical organelle enclosed by membrane."
GO:0097708,intracellular vesicle,3,673,5.72E-03,cellular_component,Any vesicle that is part of the intracellular region.
GO:0010266,response to vitamin B1,1,2,8.82E-98,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin B1 stimulus."
GO:0099503,secretory vesicle,3,174,1.38E-10,cellular_component,"A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."
GO:0033273,response to vitamin,1,6,1.07E-33,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin stimulus."
GO:0031410,cytoplasmic vesicle,3,671,5.62E-03,cellular_component,A vesicle found in the cytoplasm of a cell.
GO:0010274,hydrotropism,1,28,2.83E-08,biological_process,"Growth or movement in a sessile organism toward or away from water, as of the roots of a plant."
GO:0097599,xylanase activity,1,21,1.28E-10,molecular_function,"Catalysis of the hydrolysis of xylans, homopolysaccharides composed of xylose residues."
GO:0071782,endoplasmic reticulum tubular network,1,11,4.70E-19,cellular_component,A subcompartment of the endoplasmic reticulum consisting of tubules having membranes with high curvature in cross-section.
GO:0098827,endoplasmic reticulum subcompartment,1,12,1.39E-17,cellular_component,A distinct region of the endoplasmic reticulum.
GO:1901698,response to nitrogen compound,2,277,1.42E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."
GO:0032541,cortical endoplasmic reticulum,1,4,9.55E-50,cellular_component,A cortical network of highly dynamic tubules that are juxtaposed to the plasma membrane and undergo ring closure and tubule-branching movements.
GO:0000741,karyogamy,1,37,1.51E-06,biological_process,The creation of a single nucleus from multiple nuclei as a result of fusing the lipid bilayers that surround each nuclei.
GO:0010197,polar nucleus fusion,1,37,1.51E-06,biological_process,"The merging of the polar nuclei, the two nuclei contained within the same cell that are created from the mitotic division of the megaspore during angiosperm reproduction. Polar nuclear fusion takes place in the ovule, forming in the fusion nucleus and giving rise to the endosperm when fertilized."
GO:0010201,response to continuous far red light stimulus by the high-irradiance response system,1,2,8.82E-98,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of the detection of a continuous far red light stimulus by the high-irradiance response system. Far red light is electromagnetic radiation of wavelength 700-800nm. The activity of the high-irradiance response system is characterized by stronger effects of continuous than pulsed light at equal total fluence."
GO:0010218,response to far red light,1,56,1.07E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of far red light stimulus. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs."
GO:0048284,organelle fusion,1,99,4.48E-03,biological_process,The creation of a single organelle from two or more organelles.
GO:0006997,nucleus organization,1,57,1.24E-04,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nucleus."
GO:0004024,"alcohol dehydrogenase activity, zinc-dependent",1,9,5.74E-23,molecular_function,"Catalysis of the reaction: an alcohol + NAD+ = an aldehyde or ketone + NADH + H+, requiring the presence of zinc."
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity,1,20,4.36E-11,molecular_function,Catalysis of the reaction: an alcohol + NAD(P)+ = an aldehyde + NAD(P)H + H+.
GO:0004022,alcohol dehydrogenase (NAD+) activity,1,20,4.36E-11,molecular_function,Catalysis of the reaction: an alcohol + NAD+ = an aldehyde or ketone + NADH + H+.
GO:0006081,cellular aldehyde metabolic process,1,92,3.06E-03,biological_process,"The chemical reactions and pathways involving aldehydes, any organic compound with the formula R-CH=O, as carried out by individual cells."
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase activity,1,12,1.39E-17,molecular_function,Catalysis of the reaction: S-(hydroxymethyl)glutathione + NAD(P)+ = S-formylglutathione + NAD(P)H + H+.
GO:0046292,formaldehyde metabolic process,1,12,1.39E-17,biological_process,"The chemical reactions and pathways involving formaldehyde (methanal, H2C=O), a colorless liquid or gas with a pungent odor, commonly used as a fixative or an antibacterial agent."
GO:0110095,cellular detoxification of aldehyde,1,13,2.44E-16,biological_process,Any process carried out at the cellular level that reduces or removes the toxicity of an aldehyde. These may include transport of aldehydes away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance.
GO:0046185,aldehyde catabolic process,1,32,2.17E-07,biological_process,"The chemical reactions and pathways resulting in the breakdown of aldehydes, any organic compound with the formula R-CH=O."
GO:0098754,detoxification,1,120,1.09E-02,biological_process,Any process that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance.
GO:0046294,formaldehyde catabolic process,1,11,4.70E-19,biological_process,"The chemical reactions and pathways resulting in the breakdown of formaldehyde (methanal, H2C=O), the simplest aldehyde."
GO:1990748,cellular detoxification,1,55,9.19E-05,biological_process,Any process carried out at the cellular level that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance.
GO:0072527,pyrimidine-containing compound metabolic process,1,170,3.99E-02,biological_process,"The chemical reactions and pathways involving a pyrimidine-containing compound, i.e. any compound that contains pyrimidine or a formal derivative thereof."
GO:0004070,aspartate carbamoyltransferase activity,1,4,9.55E-50,molecular_function,Catalysis of the reaction: L-aspartate + carbamoyl phosphate = N-carbamoyl-L-aspartate + H+ + phosphate.
GO:0006221,pyrimidine nucleotide biosynthetic process,1,99,4.48E-03,biological_process,"The chemical reactions and pathways resulting in the formation of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0009218,pyrimidine ribonucleotide metabolic process,1,61,2.14E-04,biological_process,"The chemical reactions and pathways involving a pyrimidine ribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0006220,pyrimidine nucleotide metabolic process,1,99,4.48E-03,biological_process,"The chemical reactions and pathways involving a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0009220,pyrimidine ribonucleotide biosynthetic process,1,61,2.14E-04,biological_process,"The chemical reactions and pathways resulting in the formation of a pyrimidine ribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0072528,pyrimidine-containing compound biosynthetic process,1,138,1.92E-02,biological_process,"The chemical reactions and pathways resulting in the formation of a pyrimidine-containing compound, i.e. any compound that contains pyrimidine or a formal derivative thereof."
