,Table S10. GO enrichment of cluster 3,,,,,
GO:0034308,primary alcohol metabolic process,1,38,1.46E-06,biological_process,"The chemical reactions and pathways involving primary alcohols. A primary alcohol is any alcohol in which a hydroxy group, -OH, is attached to a saturated carbon atom which has either three hydrogen atoms attached to it or only one other carbon atom and two hydrogen atoms attached to it."
GO:0042439,ethanolamine-containing compound metabolic process,1,4,3.69E-51,biological_process,The chemical reactions and pathways involving ethanolamine (2-aminoethanol) and compounds derived from it.
GO:0070291,N-acylethanolamine metabolic process,1,2,1.34E-100,biological_process,The chemical reactions and pathways involving N-acylethanolamines. An N-acylethanolamine is an ethanolamine substituted at nitrogen by an acyl group.
GO:0005774,vacuolar membrane,2,238,3.65E-04,cellular_component,The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell.
GO:0047412,N-(long-chain-acyl)ethanolamine deacylase activity,1,2,1.34E-100,molecular_function,Catalysis of the reaction: H2O + N-(long-chain-acyl)ethanolamine = ethanolamine + a fatty acid.
GO:0005884,actin filament,1,15,1.01E-14,cellular_component,"A filamentous structure formed of a two-stranded helical polymer of the protein actin and associated proteins. Actin filaments are a major component of the contractile apparatus of skeletal muscle and the microfilaments of the cytoskeleton of eukaryotic cells. The filaments, comprising polymerized globular actin molecules, appear as flexible structures with a diameter of 5-9 nm. They are organized into a variety of linear bundles, two-dimensional networks, and three dimensional gels. In the cytoskeleton they are most highly concentrated in the cortex of the cell just beneath the plasma membrane."
GO:0015995,chlorophyll biosynthetic process,1,97,3.48E-03,biological_process,"The chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."
GO:0071215,cellular response to abscisic acid stimulus,1,75,7.64E-04,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus."
GO:0017064,fatty acid amide hydrolase activity,1,1,2.49E-199,molecular_function,Catalysis of the hydrolysis of a fatty acid amide to yield a fatty acid.
GO:0000578,embryonic axis specification,1,15,1.01E-14,biological_process,"The establishment, maintenance and elaboration of a pattern along a line or a point in an embryo."
GO:0009880,embryonic pattern specification,1,26,4.85E-09,biological_process,The process that results in the patterns of cell differentiation that will arise in an embryo.
GO:0003779,actin binding,2,262,7.72E-04,molecular_function,"Binding to monomeric or multimeric forms of actin, including actin filaments."
GO:0009798,axis specification,1,25,2.36E-09,biological_process,"The establishment, maintenance and elaboration of a pattern along a line or around a point."
GO:0048825,cotyledon development,1,40,2.73E-06,biological_process,"The process whose specific outcome is the progression of the cotyledon over time, from its formation to the mature structure. The cotyledon is the modified leaf (seed leaf), found as part of the embryo in plant seeds. It is involved in either storage or absorption of food reserves. Dicotyledonous seeds contain two cotyledons, while monocotyledonous seeds contain only one. The cotyledons may appear above ground and show photosynthetic activity in the seedling."
GO:0097306,cellular response to alcohol,1,75,7.64E-04,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."
GO:0009942,longitudinal axis specification,1,9,1.34E-23,biological_process,"The establishment, maintenance and elaboration of the longitudinal axis. In plants, this is the axis that runs from the shoot to the root."
GO:0042127,regulation of cell population proliferation,1,97,3.48E-03,biological_process,"Any process that modulates the frequency, rate or extent of cell proliferation."
GO:0010654,apical cell fate commitment,1,1,2.49E-199,biological_process,The process in which the developmental fate of a cell becomes restricted such that it will develop into an apical cell. The apical cell is the upper cell formed after the first division of the zygote.
GO:0090691,formation of plant organ boundary,1,18,1.71E-12,biological_process,The regionalization process that specifies plant organ primordium boundaries resulting in a restriction of organogenesis to a limited spatial domain and keeping the organ separate from surrounding tissues.
GO:0008284,positive regulation of cell population proliferation,1,31,8.87E-08,biological_process,Any process that activates or increases the rate or extent of cell proliferation.
GO:0045165,cell fate commitment,1,15,1.01E-14,biological_process,The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate.
GO:0090451,cotyledon boundary formation,1,2,1.34E-100,biological_process,The process in which boundaries between a cotyledon and the surrounding tissue are established and maintained.
GO:0042542,response to hydrogen peroxide,1,77,9.07E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."
GO:0048859,formation of anatomical boundary,1,18,1.71E-12,biological_process,"The process in which the limits of an anatomical structure are generated. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
GO:0000302,response to reactive oxygen species,1,163,3.15E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."
GO:0010043,response to zinc ion,1,46,1.29E-05,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus."
GO:0003846,2-acylglycerol O-acyltransferase activity,1,1,2.49E-199,molecular_function,Catalysis of the reaction: acyl-CoA + 2-acylglycerol = CoA + diacylglycerol.
GO:0004622,lysophospholipase activity,1,1,2.49E-199,molecular_function,Catalysis of the reaction: 2-lysophosphatidylcholine + H2O = glycerophosphocholine + a carboxylate.
GO:0004620,phospholipase activity,1,149,2.29E-02,molecular_function,Catalysis of the hydrolysis of a glycerophospholipid.
GO:0090430,caffeoyl-CoA: alcohol caffeoyl transferase activity,1,2,1.34E-100,molecular_function,Catalysis of the reaction: caffeoyl-CoA + a saturated primary alcohol = an alkyl caffeate + CoA.
GO:0052592,"oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor",1,10,2.19E-21,molecular_function,Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces an iron-sulfur protein.
GO:0046686,response to cadmium ion,1,70,4.77E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."
GO:0016725,"oxidoreductase activity, acting on CH or CH2 groups",1,18,1.71E-12,molecular_function,Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.
GO:0016411,acylglycerol O-acyltransferase activity,1,63,2.19E-04,molecular_function,Catalysis of the transfer of an acyl group to an oxygen atom on the acylglycerol molecule.
GO:0090415,7-hydroxymethyl chlorophyll a reductase activity,1,2,1.34E-100,molecular_function,Catalysis of the reaction: 7-hydroxymethyl chlorophyll a + 2 reduced ferredoxin + 2 H+ chlorophyll a + 2 oxidized ferredoxin + H2O.
GO:0005802,trans-Golgi network,4,298,7.02E-11,cellular_component,"The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."
GO:0005338,nucleotide-sugar transmembrane transporter activity,1,50,2.98E-05,molecular_function,Enables the transfer of a nucleotide-sugar from one side of a membrane to the other. A nucleotide-sugar is any nucleotide in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative.
GO:0005464,UDP-xylose transmembrane transporter activity,1,8,2.31E-26,molecular_function,Enables the transfer of UDP-xylose from one side of a membrane to the other. UDP-xylose is a substance composed of xylose in glycosidic linkage with uridine diphosphate.
GO:0031984,organelle subcompartment,4,391,2.60E-08,cellular_component,"A compartment that consists of a lumen and an enclosing membrane, and is part of an organelle."
GO:0015780,nucleotide-sugar transmembrane transport,1,34,3.39E-07,biological_process,"The directed movement of nucleotide-sugars into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Nucleotide-sugars are any nucleotide in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative."
GO:0015790,UDP-xylose transmembrane transport,1,3,1.19E-67,biological_process,"The directed movement of UDP-xylose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. UDP-xylose is a substance composed of xylose in glycosidic linkage with uridine diphosphate."
GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,1,39,2.02E-06,molecular_function,Enables the transfer of a pyrimidine nucleotide-sugar from one side of a membrane to the other. Pyrimidine nucleotide-sugars are pyrimidine nucleotides in glycosidic linkage with a monosaccharide or monosaccharide derivative.
GO:0033354,chlorophyll cycle,1,2,1.34E-100,biological_process,"A cyclic series of interconversions involving chlorophyll a, chlorophyll b and several chlorophyllide intermediates."
GO:0098791,Golgi apparatus subcompartment,4,379,1.42E-08,cellular_component,"A compartment that consists of a lumen and an enclosing membrane, and is part of the Golgi apparatus."
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,1,39,2.02E-06,biological_process,The chemical reactions and pathways resulting in the breakdown of misfolded or attenuated proteins.
GO:0140455,cytoplasm protein quality control,1,2,1.34E-100,biological_process,"The chemical reactions and pathways resulting in the breakdown of misfolded proteins in the cytoplasm, which are either targeted to cytoplasmic proteasomes for degradation or protected by chaperones to shield thermosensitive proteins from degradation until conditions allow disaggregation and refolding."
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,1,25,2.36E-09,biological_process,The process in which a pyrimidine nucleotide-sugar is transported across a membrane. Pyrimidine nucleotide-sugars are pyrimidine nucleotides in glycosidic linkage with a monosaccharide or monosaccharide derivative.
GO:0016278,lysine N-methyltransferase activity,1,47,1.61E-05,molecular_function,Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to the epsilon-amino group of a lysine residue.
GO:0071629,cytoplasm protein quality control by the ubiquitin-proteasome system,1,2,1.34E-100,biological_process,"The chemical reactions and pathways resulting in the breakdown of misfolded proteins in the cytoplasm, which are targeted to cytoplasmic proteasomes for degradation."
GO:0016279,protein-lysine N-methyltransferase activity,1,47,1.61E-05,molecular_function,Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to the epsilon-amino group of a lysine residue in a protein substrate.
GO:0008170,N-methyltransferase activity,1,117,8.62E-03,molecular_function,Catalysis of the transfer of a methyl group to the nitrogen atom of an acceptor molecule.
GO:0042054,histone methyltransferase activity,1,134,1.53E-02,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + histone = S-adenosyl-L-homocysteine + methyl-histone. Histone methylation generally occurs on either an arginine or a lysine residue.
GO:0046975,histone H3K36 methyltransferase activity,1,8,2.31E-26,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 36) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 36). This reaction is the addition of a methyl group to the lysine residue at position 36 of the histone H3 protein.
GO:0140938,histone H3 methyltransferase activity,1,29,3.12E-08,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + a histone H3 = S-adenosyl-L-homocysteine + a methylated histone H3. Histone methylation generally occurs on either an arginine or a lysine residue.
GO:0010311,lateral root formation,2,60,2.68E-14,biological_process,"The process that gives rise to a lateral root. This process pertains to the initial formation of a structure from unspecified parts. A lateral root primordium represents an organized group of cells derived from the root pericycle that will differentiate into a new root, as opposed to the initiation of the main root from the embryo proper."
GO:0010452,histone H3-K36 methylation,1,2,1.34E-100,biological_process,The modification of histone H3 by addition of one or more methyl groups to lysine at position 36 of the histone.
GO:1990110,callus formation,1,30,5.35E-08,biological_process,The process by which a callus is formed at a wound site. A plant callus is a portion of plant tissue that consists of mass of undifferentiated plant cells. It consists primarily of parenchyma cells but possibly contains other cell types as the callus begins to differentiate.
GO:0006820,monoatomic anion transport,1,72,5.80E-04,biological_process,"The directed movement of a monoatomic anion, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic anions (also called simple anions) are negatively charged ions consisting of exactly one atom."
GO:0018023,peptidyl-lysine trimethylation,1,10,2.19E-21,biological_process,"The methylation of peptidyl-lysine to form peptidyl-N6,N6,N6-trimethyl-L-lysine."
GO:1905393,plant organ formation,2,120,1.42E-07,biological_process,The process that gives rise to the plant organ. This process pertains to the initial formation of a structure from unspecified parts.
GO:0097198,histone H3-K36 trimethylation,1,1,2.49E-199,biological_process,The modification of histone H3 by addition of three methyl groups to lysine at position 36 of the histone.
GO:0062211,root regeneration,1,4,3.69E-51,biological_process,The the regeneration process by which a damaged or lost root regrows or re-differentiates. This process may occur via de-differentiation and subsequent reprogramming of somatic cells or activation of existing undifferentiated (meristematic) cells to form a new root meristem and subsequently new root.
GO:0015079,potassium ion transmembrane transporter activity,1,151,2.41E-02,molecular_function,Enables the transfer of potassium ions (K+) from one side of a membrane to the other.
GO:0008381,mechanosensitive monoatomic ion channel activity,1,14,1.12E-15,molecular_function,Enables the transmembrane transfer of an monoatomic ion by a channel that opens in response to a mechanical stress.
GO:0015386,potassium:proton antiporter activity,1,21,6.80E-11,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: K+(in) + H+(out) = K+(out) + H+(in).
GO:0022821,solute:potassium antiporter activity,1,24,1.09E-09,molecular_function,Catalysis of the active transport of a potassium ion across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy.
GO:0009738,abscisic acid-activated signaling pathway,1,167,3.42E-02,biological_process,"The series of molecular signals generated by the binding of the plant hormone abscisic acid (ABA) to a receptor, and ending with modulation of a cellular process, e.g. transcription."
GO:0051139,metal cation:proton antiporter activity,1,90,2.32E-03,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: metal ion(in) + H+(out) = metal ion(out) + H+(in).
GO:0140828,metal cation:monoatomic cation antiporter activity,1,100,4.07E-03,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: solute(out) + Na+(in) = solute(in) + Na+(out).
GO:0005524,ATP binding,1,4288,4.85E-02,molecular_function,"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
GO:0007034,vacuolar transport,1,154,2.58E-02,biological_process,"The directed movement of substances into, out of or within a vacuole."
GO:0005769,early endosome,1,24,1.09E-09,cellular_component,A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways.
GO:0016197,endosomal transport,1,111,6.78E-03,biological_process,"The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane."
GO:0009788,negative regulation of abscisic acid-activated signaling pathway,2,67,6.68E-13,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of abscisic acid (ABA) signaling."
GO:0032940,secretion by cell,1,116,8.30E-03,biological_process,The controlled release of a substance by a cell.
GO:0010648,negative regulation of cell communication,2,134,7.28E-07,biological_process,"Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."
GO:0023057,negative regulation of signaling,2,134,7.28E-07,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."
GO:0046903,secretion,1,135,1.57E-02,biological_process,The controlled release of a substance by a cell or a tissue.
GO:0005622,intracellular anatomical structure,2,136,8.95E-07,cellular_component,A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm.
GO:1901420,negative regulation of response to alcohol,2,67,6.68E-13,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of response to alcohol."
GO:0009524,phragmoplast,1,73,6.37E-04,cellular_component,"The phragmoplast is a plant cell specific cytoplasmic structure composed of cytoskeletal polymers, membranes, and associated cytosolic proteins that functions as the focused secretory module for assembling the cell plate."
GO:0045324,late endosome to vacuole transport,1,50,2.98E-05,biological_process,"The directed movement of substances from late endosomes to the vacuole. In yeast, after transport to the prevacuolar compartment, endocytic content is delivered to the late endosome and on to the vacuole. This pathway is analogous to endosome to lysosome transport."
GO:0140352,export from cell,2,237,3.53E-04,biological_process,"The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."
GO:0008154,actin polymerization or depolymerization,1,69,4.31E-04,biological_process,Assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament.
GO:0009968,negative regulation of signal transduction,2,130,4.73E-07,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."
GO:0009960,endosperm development,1,34,3.39E-07,biological_process,"The process whose specific outcome is the progression of the endosperm over time, from its formation to the mature structure. The endosperm is formed during fertilization and provides nutrients to the developing embryo."
GO:1905958,negative regulation of cellular response to alcohol,2,67,6.68E-13,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of cellular response to alcohol."
GO:0030041,actin filament polymerization,1,17,3.77E-13,biological_process,Assembly of actin filaments by the addition of actin monomers to a filament.
GO:0048317,seed morphogenesis,1,11,1.43E-19,biological_process,The process in which the anatomical structures of the seed are generated and organized.
GO:0051015,actin filament binding,1,145,2.07E-02,molecular_function,"Binding to an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits."
GO:0045010,actin nucleation,1,50,2.98E-05,biological_process,"The initial step in the formation of an actin filament, in which actin monomers combine to form a new filament. Nucleation is slow relative to the subsequent addition of more monomers to extend the filament."
GO:0009914,hormone transport,2,135,8.08E-07,biological_process,"The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0051258,protein polymerization,1,34,3.39E-07,biological_process,"The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein."
GO:0009705,plant-type vacuole membrane,1,155,2.64E-02,cellular_component,The lipid bilayer surrounding a vacuole that retains the same shape regardless of cell cycle phase. The membrane separates its contents from the cytoplasm of the cell. An example of this component is found in Arabidopsis thaliana.
GO:0140115,export across plasma membrane,1,116,8.30E-03,biological_process,"The directed movement of some substance from inside of a cell, across the plasma membrane and into the extracellular region."
GO:0060918,auxin transport,2,132,5.88E-07,biological_process,"The directed movement of auxin into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Auxins are a group of plant hormones that regulates aspects of plant growth."
GO:0010315,auxin export across the plasma membrane,1,22,1.86E-10,biological_process,"The directed movement of auxins from inside of a cell, across the plasma membrane and into the extracellular region."
GO:0033238,regulation of amine metabolic process,1,17,3.77E-13,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform amines."
GO:0033240,positive regulation of amine metabolic process,1,3,1.19E-67,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amines."
GO:0006521,regulation of cellular amino acid metabolic process,1,17,3.77E-13,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amino acids."
GO:0009834,plant-type secondary cell wall biogenesis,1,86,1.79E-03,biological_process,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of inextensible cellulose- and pectin-containing cell walls that are formed between the plasma membrane and primary cell wall after cell expansion is complete. An example of this is found in Arabidopsis thaliana."
GO:0090357,regulation of tryptophan metabolic process,1,6,1.22E-34,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
GO:0062013,positive regulation of small molecule metabolic process,1,31,8.87E-08,biological_process,"Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."
GO:0045764,positive regulation of amino acid metabolic process,1,3,1.19E-67,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amino acid."
GO:0036294,cellular response to decreased oxygen levels,2,244,4.46E-04,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."
GO:0090358,positive regulation of tryptophan metabolic process,1,3,1.19E-67,biological_process,"Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
GO:0003713,transcription coactivator activity,1,63,2.19E-04,molecular_function,"A transcription coregulator activity that activates or increases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coactivators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. A fourth class of coactivator activity is the bridging of a DNA-binding transcription factor to the general (basal) transcription machinery. The Mediator complex, which bridges sequence-specific DNA binding transcription factors and RNA polymerase, is also a transcription coactivator."
GO:0071453,cellular response to oxygen levels,2,245,4.61E-04,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."
GO:0005730,nucleolus,2,529,3.79E-02,cellular_component,"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."
GO:0009825,multidimensional cell growth,1,40,2.73E-06,biological_process,The process in which a cell irreversibly increases in size in two or three [spatial] dimensions or along two or three axes.
GO:0000910,cytokinesis,1,167,3.42E-02,biological_process,The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells.
GO:0000911,cytokinesis by cell plate formation,1,57,9.73E-05,biological_process,"The process of dividing the cytoplasm of a parent cell where a structure forms in the cytoplasm and grows until reaching the plasma membrane, thereby completely separating the cytoplasms of adjacent progeny cells. An example of this is found in Arabidopsis thaliana."
GO:0071456,cellular response to hypoxia,2,242,4.18E-04,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."
GO:0006099,tricarboxylic acid cycle,1,129,1.31E-02,biological_process,"A nearly universal metabolic pathway in which the acetyl group of acetyl coenzyme A is effectively oxidized to two CO2 and four pairs of electrons are transferred to coenzymes. The acetyl group combines with oxaloacetate to form citrate, which undergoes successive transformations to isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate, and oxaloacetate again, thus completing the cycle. In eukaryotes the tricarboxylic acid is confined to the mitochondria. See also glyoxylate cycle."
GO:0030135,coated vesicle,1,78,9.85E-04,cellular_component,"Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."
GO:0140615,ATP-dependent citrate lyase complex,1,5,2.97E-41,cellular_component,A protein complex that catalyzes the cleavage of citrate into oxaloacetate and acetyl-CoA.
GO:0003878,ATP citrate synthase activity,1,7,6.50E-30,molecular_function,Catalysis of the reaction: acetyl-CoA + ADP + H+ + oxaloacetate + phosphate = ATP + citrate + CoA.
GO:0046912,"acyltransferase activity, acyl groups converted into alkyl on transfer",1,54,6.07E-05,molecular_function,"Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor), with the acyl group being converted into alkyl on transfer."
GO:0007062,sister chromatid cohesion,1,50,2.98E-05,biological_process,The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other.
GO:0006302,double-strand break repair,1,167,3.42E-02,biological_process,The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix.
GO:0008094,"ATP-dependent activity, acting on DNA",2,275,1.10E-03,molecular_function,"Catalytic activity that acts to modify DNA, driven by ATP hydrolysis."
GO:0000724,double-strand break repair via homologous recombination,1,111,6.78E-03,biological_process,"The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."
GO:0000725,recombinational repair,1,118,8.96E-03,biological_process,"A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."
GO:0030136,clathrin-coated vesicle,1,53,5.13E-05,cellular_component,A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes.
GO:0010165,response to X-ray,1,10,2.19E-21,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."
GO:0010212,response to ionizing radiation,1,31,8.87E-08,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."
GO:0140612,DNA damage sensor activity,1,27,9.43E-09,molecular_function,"A molecule that recognises toxic DNA structures, for example, double-strand breaks or collapsed replication forks, and initiates a signalling response."
GO:0140097,"catalytic activity, acting on DNA",2,562,4.82E-02,molecular_function,Catalytic activity that acts to modify DNA.
GO:0003678,DNA helicase activity,1,97,3.48E-03,molecular_function,"Unwinding of a DNA helix, driven by ATP hydrolysis."
GO:0006884,cell volume homeostasis,1,7,6.50E-30,biological_process,Any process involved in maintaining the steady state of a cell's volume. The cell's volume refers to the three-dimensional space occupied by a cell.
GO:0008361,regulation of cell size,1,29,3.12E-08,biological_process,Any process that modulates the size of a cell.
GO:0140299,small molecule sensor activity,1,73,6.37E-04,molecular_function,Binding to a small molecule and eliciting a change in the protein's activity in response to the intracellular level of that small molecule.
GO:0009736,cytokinin-activated signaling pathway,1,85,1.67E-03,biological_process,"The series of molecular signals generated by the binding of a cytokinin to a receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."
GO:0009992,intracellular water homeostasis,1,4,3.69E-51,biological_process,A homeostatic process involved in the maintenance of a steady state level of water within a cell.
GO:0032535,regulation of cellular component size,1,92,2.62E-03,biological_process,A process that modulates the size of a cellular component.
GO:0090066,regulation of anatomical structure size,1,92,2.62E-03,biological_process,Any process that modulates the size of an anatomical structure.
GO:0009733,response to auxin,2,458,2.04E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an auxin stimulus."
GO:0140664,ATP-dependent DNA damage sensor activity,1,26,4.85E-09,molecular_function,"A molecule that recognises toxic DNA structures, and initiates a signalling response, driven by ATP hydrolysis."
GO:0140658,ATP-dependent chromatin remodeler activity,1,46,1.29E-05,molecular_function,"An activity, driven by ATP hydrolysis, that modulates the contacts between histones and DNA, resulting in a change in chromosome architecture within the nucleosomal array, leading to chromatin remodeling."
GO:2000069,regulation of post-embryonic root development,1,32,1.43E-07,biological_process,"Any process that modulates the frequency, rate or extent of post-embryonic root development."
GO:2000280,regulation of root development,1,94,2.94E-03,biological_process,"Any process that modulates the frequency, rate or extent of root development."
GO:0048586,"regulation of long-day photoperiodism, flowering",1,33,2.23E-07,biological_process,"Any process that modulates the frequency, rate or extent of long-day photoperiodism, where the response associated with the photoperiodism is flowering. Flowering is defined by the switch from the vegetative to the reproductive phase."
