,Table S9 GO enrichment of cluster 2,,,,,
GO:0032454,histone H3K9 demethylase activity,1,11,3.12E-16,molecular_function,Catalysis of the removal of a methyl group from a modified lysine residue at position 9 of the histone H3 protein.
GO:0032993,protein-DNA complex,3,247,1.96E-06,cellular_component,A macromolecular complex containing both protein and DNA molecules.
GO:0035064,methylated histone binding,1,24,3.90E-08,molecular_function,Binding to a histone in which a residue has been modified by methylation.
GO:0042054,histone methyltransferase activity,3,134,1.67E-11,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + histone = S-adenosyl-L-homocysteine + methyl-histone. Histone methylation generally occurs on either an arginine or a lysine residue.
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,3,342,9.68E-05,molecular_function,Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to a substrate.
GO:0046975,histone H3K36 methyltransferase activity,1,8,8.67E-22,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 36) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 36). This reaction is the addition of a methyl group to the lysine residue at position 36 of the histone H3 protein.
GO:0061628,H3K27me3 modified histone binding,1,2,1.95E-82,molecular_function,Binding to a histone H3 in which the lysine residue at position 27 has been modified by trimethylation.
GO:0080022,primary root development,2,38,3.79E-18,biological_process,"The process whose specific outcome is the progression of the primary root over time, from its formation to the mature structure. The primary root develops directly from the embryonic radicle."
GO:0045814,"negative regulation of gene expression, epigenetic",1,109,1.51E-02,biological_process,"An epigenetic process that silences gene expression at specific genomic regions through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the cytosine DNA methylation."
GO:0140030,modification-dependent protein binding,1,64,1.02E-03,molecular_function,Binding to a protein upon post-translation modification of the target protein.
GO:0140034,methylation-dependent protein binding,1,24,3.90E-08,molecular_function,Binding to a protein upon methylation of the target protein.
GO:0140684,histone H3K9me2/H3K9me3 demethylase activity,1,1,4.76E-163,molecular_function,Catalysis of the removal of a methyl group from a tri or a dimethyl-lysine residue at position 9 of the histone H3 protein. This is a dioxygenase reaction that is dependent on Fe(II) and 2-oxoglutarate.
GO:0140938,histone H3 methyltransferase activity,2,29,1.83E-23,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + a histone H3 = S-adenosyl-L-homocysteine + a methylated histone H3. Histone methylation generally occurs on either an arginine or a lysine residue.
GO:1900140,regulation of seedling development,1,109,1.51E-02,biological_process,"Any process that modulates the frequency, rate or extent of seedling development."
GO:1990110,callus formation,1,30,9.61E-07,biological_process,The process by which a callus is formed at a wound site. A plant callus is a portion of plant tissue that consists of mass of undifferentiated plant cells. It consists primarily of parenchyma cells but possibly contains other cell types as the callus begins to differentiate.
GO:0043473,pigmentation,1,6,1.48E-28,biological_process,"The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."
GO:0010143,cutin biosynthetic process,1,28,3.84E-07,biological_process,"The chemical reactions and pathways resulting in the formation of cutin, a waxy substance, which combined with cellulose forms a substance nearly impervious to water and constituting the cuticle in plants."
GO:0043476,pigment accumulation,1,6,1.48E-28,biological_process,"The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to some external stimulus."
GO:0043478,pigment accumulation in response to UV light,1,5,5.83E-34,biological_process,"The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to a UV light stimulus."
GO:0043479,pigment accumulation in tissues in response to UV light,1,5,5.83E-34,biological_process,"The aggregation of coloring matter in a particular location in a tissue, occurring in response to a UV light stimulus."
GO:0043480,pigment accumulation in tissues,1,5,5.83E-34,biological_process,"The aggregation of coloring matter in a particular location in a tissue, occurring in response to an external stimulus."
GO:0043481,anthocyanin accumulation in tissues in response to UV light,1,5,5.83E-34,biological_process,"The aggregation of the pigment anthocyanin in a particular location in a tissue, occurring in response to a UV light stimulus."
GO:0048469,cell maturation,1,25,7.39E-08,biological_process,"The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state."
GO:0048765,root hair cell differentiation,1,25,7.39E-08,biological_process,The process in which a relatively unspecialized cell acquires specialized features of a root hair cell.
GO:0048764,trichoblast maturation,1,25,7.39E-08,biological_process,"A developmental process, independent of morphogenetic (shape) change, that is required for a trichoblast cell to attain its fully functional state."
GO:0009922,fatty acid elongase activity,2,29,1.83E-23,molecular_function,Catalysis of the reaction: fatty acid (C-16 or longer) + 2-C = fatty acid (C-16 or longer with an additional 2-C unit). This reaction is the condensation step of the endoplasmic reticulum fatty acid elongation cycle.
GO:0006631,fatty acid metabolic process,2,449,4.44E-02,biological_process,"The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."
GO:0009962,regulation of flavonoid biosynthetic process,1,49,1.50E-04,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of flavonoids."
GO:0009624,response to nematode,2,86,1.63E-08,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a nematode."
GO:0006633,fatty acid biosynthetic process,2,254,2.54E-03,biological_process,"The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."
GO:0009739,response to gibberellin,1,110,1.57E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gibberellin stimulus."
GO:0061062,regulation of nematode larval development,1,5,5.83E-34,biological_process,"Any process that modulates the rate, frequency, or extent of nematode larval development, the process whose specific outcome is the progression of the nematode larva over time, from its formation to the mature structure. Nematode larval development begins with the newly hatched first-stage larva (L1) and ends with the end of the last larval stage (for example the fourth larval stage (L4) in C. elegans). Each stage of nematode larval development is characterized by proliferation of specific cell lineages and an increase in body size without alteration of the basic body plan. Nematode larval stages are separated by molts in which each stage-specific exoskeleton, or cuticle, is shed and replaced anew."
GO:0007264,small GTPase mediated signal transduction,1,48,1.27E-04,biological_process,The series of molecular signals in which a small monomeric GTPase relays a signal.
GO:0043484,regulation of RNA splicing,1,42,3.91E-05,biological_process,"Any process that modulates the frequency, rate or extent of RNA splicing, the process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."
GO:0072330,monocarboxylic acid biosynthetic process,2,367,1.88E-02,biological_process,"The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."
GO:0050684,regulation of mRNA processing,1,36,8.29E-06,biological_process,"Any process that modulates the frequency, rate or extent of mRNA processing, those processes involved in the conversion of a primary mRNA transcript into a mature mRNA prior to its translation into polypeptide."
GO:1903311,regulation of mRNA metabolic process,1,80,3.68E-03,biological_process,"Any process that modulates the frequency, rate or extent of mRNA metabolic process."
GO:0048024,"regulation of mRNA splicing, via spliceosome",1,27,2.31E-07,biological_process,"Any process that modulates the frequency, rate or extent of mRNA splicing via a spliceosomal mechanism."
GO:0008213,protein alkylation,2,177,1.66E-04,biological_process,The addition of an alkyl group to a protein amino acid. Alkyl groups are derived from alkanes by removal of one hydrogen atom.
GO:0016570,histone modification,2,270,3.71E-03,biological_process,The covalent alteration of one or more amino acid residues within a histone protein.
GO:0016571,histone methylation,2,115,1.46E-06,biological_process,The modification of histones by addition of methyl groups.
GO:0006479,protein methylation,2,177,1.66E-04,biological_process,The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom.
GO:0018022,peptidyl-lysine methylation,2,117,1.83E-06,biological_process,"The methylation of peptidyl-lysine to form either the mono-, di- or trimethylated derivative."
GO:0032259,methylation,3,454,1.22E-03,biological_process,The process in which a methyl group is covalently attached to a molecule.
GO:0034968,histone lysine methylation,2,99,1.68E-07,biological_process,The modification of a histone by addition of one or more methyl groups to a lysine residue.
GO:0043414,macromolecule methylation,3,364,1.80E-04,biological_process,"The covalent attachment of a methyl residue to one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule."
GO:0008242,omega peptidase activity,1,30,9.61E-07,molecular_function,"Catalysis of the cleavage of non-standard peptide bonds releasing substituted amino acids such as pyroglutamate or cleave isopeptide bonds, such as many deubiquitinating enzymes."
GO:0009403,toxin biosynthetic process,1,22,9.17E-09,biological_process,"The chemical reactions and pathways resulting in the formation of toxin, a poisonous compound (typically a protein) that is produced by cells or organisms and that can cause disease when introduced into the body or tissues of an organism."
GO:0009404,toxin metabolic process,1,68,1.48E-03,biological_process,"The chemical reactions and pathways involving a toxin, a poisonous compound (typically a protein) that is produced by cells or organisms and that can cause disease when introduced into the body or tissues of an organism."
GO:0034722,gamma-glutamyl-peptidase activity,1,5,5.83E-34,molecular_function,Catalysis of the cleavage of a gamma-linked glutamate bond.
GO:0042430,indole-containing compound metabolic process,2,260,2.94E-03,biological_process,"The chemical reactions and pathways involving compounds that contain an indole (2,3-benzopyrrole) skeleton."
GO:0009700,indole phytoalexin biosynthetic process,1,22,9.17E-09,biological_process,"The chemical reactions and pathways resulting in the formation of indole phytoalexins, any indole compound produced by plants as part of their defense response."
GO:0010120,camalexin biosynthetic process,1,20,1.62E-09,biological_process,"The chemical reactions and pathways resulting in the formation of camalexin, an indole phytoalexin."
GO:0046217,indole phytoalexin metabolic process,1,22,9.17E-09,biological_process,"The chemical reactions and pathways involving indole phytoalexins, any indole compound produced by plants as part of their defense response."
GO:0052314,phytoalexin metabolic process,1,22,9.17E-09,biological_process,"The chemical reactions and pathways involving phytoalexins, any of a range of substances produced by plants as part of their defense response."
GO:0052315,phytoalexin biosynthetic process,1,22,9.17E-09,biological_process,"The chemical reactions and pathways resulting in the formation of phytoalexins, any of a range of substances produced by plants as part of their defense response."
GO:0042435,indole-containing compound biosynthetic process,2,152,3.87E-05,biological_process,"The chemical reactions and pathways resulting in the formation of compounds that contain an indole (2,3-benzopyrrole) skeleton."
GO:0052317,camalexin metabolic process,1,20,1.62E-09,biological_process,"The chemical reactions and pathways involving camalexin, an indole phytoalexin."
GO:0099503,secretory vesicle,2,174,1.42E-04,cellular_component,"A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."
GO:0030880,RNA polymerase complex,1,136,3.40E-02,cellular_component,Any complex that possesses RNA polymerase activity; generally comprises a catalytic subunit and one or more additional subunits.
GO:0000428,DNA-directed RNA polymerase complex,1,111,1.62E-02,cellular_component,A protein complex that possesses DNA-directed RNA polymerase activity.
GO:0055029,nuclear DNA-directed RNA polymerase complex,1,98,9.68E-03,cellular_component,"A protein complex, located in the nucleus, that possesses DNA-directed RNA polymerase activity."
GO:0000419,RNA polymerase V complex,1,22,9.17E-09,cellular_component,"RNA polymerase V is a multisubunit RNA polymerase complex found in the nucleus of plants and involved in accumulation of siRNAs and in DNA methylation-dependent silencing of endogenous repeated sequences. Pol V is composed of subunits that are paralogous or identical to the 12 subunits of Pol II. Two large subunits comprise the most conserved portion including the catalytic site and share similarity with other eukaryotic and bacterial multisubunit RNA polymerases. The second largest subunit is also found in RNA polymerase IVa, while the largest subunit is found only in the IVa complex and contains an extended C-terminal domain (CTD) that includes multiple repeats of a 16 amino-acid consensus sequence as well as other sequences. The remainder of the complex is composed of smaller subunits."
GO:0000418,RNA polymerase IV complex,1,16,1.41E-11,cellular_component,"RNA polymerase IV is a multisubunit RNA polymerase complex found in the nucleus of plants and involved in accumulation of siRNAs and in DNA methylation-dependent silencing of endogenous repeated sequences. Pol IV is composed of subunits that are paralogous or identical to the 12 subunits of Pol II. The largest and second-largest subunits of Pol IV are the catalytic subunits and share similarity with the corresponding subunits of other eukaryotic and bacterial multisubunit RNA polymerases. The second largest subunit is also found in RNA polymerase V, while the largest subunit is found only in RNAP IV complex."
GO:0006304,DNA modification,1,86,5.29E-03,biological_process,"The covalent alteration of one or more nucleotide sites in DNA, resulting in a change in its properties."
GO:0006305,DNA alkylation,1,59,5.97E-04,biological_process,The addition of alkyl groups to many positions on all four bases of DNA. Alkylating agents can also modify the bases of incoming nucleotides in the course of DNA synthesis.
GO:0006306,DNA methylation,1,59,5.97E-04,biological_process,The covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine.
GO:0016036,cellular response to phosphate starvation,2,126,4.70E-06,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of phosphate."
GO:0010105,negative regulation of ethylene-activated signaling pathway,1,20,1.62E-09,biological_process,Any process that stops or prevents ethylene (ethene) signal transduction.
GO:0022603,regulation of anatomical structure morphogenesis,2,227,1.19E-03,biological_process,"Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."
GO:0022604,regulation of cell morphogenesis,2,121,2.83E-06,biological_process,"Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."
GO:0045927,positive regulation of growth,1,43,4.86E-05,biological_process,"Any process that activates or increases the rate or extent of growth, the increase in size or mass of all or part of an organism."
GO:0051510,regulation of unidimensional cell growth,1,91,6.93E-03,biological_process,"Any process that modulates the frequency, rate or extent of unidimensional cell growth, the process in which a cell irreversibly increases in size in one [spatial] dimension or along one axis."
GO:0030307,positive regulation of cell growth,1,23,1.95E-08,biological_process,"Any process that activates or increases the frequency, rate, extent or direction of cell growth."
GO:0042800,histone H3K4 methyltransferase activity,1,11,3.12E-16,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 4) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 4). This reaction is the addition of up to three methyl groups to the lysine residue at position 4 of the histone H3 protein.
GO:0070298,negative regulation of phosphorelay signal transduction system,1,20,1.62E-09,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction via a phosphorelay signal transduction system."
GO:0034708,methyltransferase complex,1,47,1.06E-04,cellular_component,A protein complex that possesses methyltransferase activity.
GO:0035097,histone methyltransferase complex,1,33,3.11E-06,cellular_component,A multimeric complex that is able to catalyze the addition of methyl groups to histone proteins.
GO:1902532,negative regulation of intracellular signal transduction,1,26,1.33E-07,biological_process,"Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."
GO:0044648,histone H3-K4 dimethylation,1,2,1.95E-82,biological_process,The modification of histone H3 by addition of two methyl groups to lysine at position 4 of the histone.
GO:0018027,peptidyl-lysine dimethylation,1,6,1.48E-28,biological_process,"The methylation of peptidyl-lysine to form peptidyl-N6,N6-dimethyl-L-lysine."
GO:0048188,Set1C/COMPASS complex,1,19,5.95E-10,cellular_component,"A conserved protein complex that catalyzes methylation of histone H3. In Saccharomyces the complex contains Shg1p, Sdc1p, Swd1p, Swd2p, Swd3p, Spp1p, Bre2p, and the trithorax-related Set1p; in mammals it contains the catalytic subunit (SETD1A or SETD1B), WDR5, WDR82, RBBP5, ASH2L/ASH2, CXXC1/CFP1, HCFC1 and DPY30."
GO:0051568,histone H3-K4 methylation,1,15,2.91E-12,biological_process,The modification of histone H3 by addition of one or more methyl groups to lysine at position 4 of the histone.
GO:0140946,histone H3K4 dimethyltransferase activity,1,1,4.76E-163,molecular_function,"Catalysis of the reaction: L-lysyl4-[histone H3] + 2 S-adenosyl-L-methionine = 2 H+ + N6,N6-dimethyl-L-lysyl4-[histone H3] + 2 S-adenosyl-L-homocysteine. This reaction is the successive addition of two methyl groups to the unmethylated lysine residue at position 4 of histone H3, producing histone H3K4me2."
GO:0010262,somatic embryogenesis,1,25,7.39E-08,biological_process,"Initiation of a somatic embryo-an embryo arising from previously differentiated somatic cells, rather than from fused haploid gametes."
GO:0010344,seed oilbody biogenesis,1,11,3.12E-16,biological_process,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a seed oilbody. Seed oilbodies are simple organelles comprising a matrix of triglyceride surrounded by a phospholipid monolayer embedded and covered with unique proteins called oleosins. Seed oilbodies supply the energy requirements for the growth of the seedling after germination."
GO:0010431,seed maturation,1,41,3.11E-05,biological_process,"A process in seed development that occurs after embryogenesis by which a quiescent state is established in a seed. Seed maturation is characterized by storage compound accumulation, acquisition of desiccation tolerance, growth arrest and the entry into a dormancy period of variable length that is broken upon germination."
GO:0010600,regulation of auxin biosynthetic process,1,16,1.41E-11,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of auxins, plant hormones that regulate aspects of plant growth."
GO:0031099,regeneration,1,32,2.15E-06,biological_process,"The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."
GO:0032350,regulation of hormone metabolic process,1,28,3.84E-07,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving any hormone."
GO:0046885,regulation of hormone biosynthetic process,1,21,4.01E-09,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."
GO:0010601,positive regulation of auxin biosynthetic process,1,7,1.08E-24,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of auxins, plant hormones that regulate aspects of plant growth."
GO:0090354,regulation of auxin metabolic process,1,22,9.17E-09,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving auxins, plant hormones that regulate aspects of plant growth."
GO:0090355,positive regulation of auxin metabolic process,1,8,8.67E-22,biological_process,"Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving auxins, plant hormones that regulate aspects of plant growth."
GO:0032392,DNA geometric change,2,32,2.32E-21,biological_process,"The process in which a transformation is induced in the geometry of a DNA double helix, resulting in a change in twist, writhe, or both, but with no change in linking number. Includes the unwinding of double-stranded DNA by helicases."
GO:0046886,positive regulation of hormone biosynthetic process,1,7,1.08E-24,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."
GO:0032508,DNA duplex unwinding,2,32,2.32E-21,biological_process,"The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating a region of unpaired single strands."
GO:0071103,DNA conformation change,2,70,2.86E-10,biological_process,"A cellular process that results in a change in the spatial configuration of a DNA molecule. A conformation change can bend DNA, or alter the, twist, writhe, or linking number of a DNA molecule."
GO:0000347,THO complex,2,26,4.77E-26,cellular_component,"The THO complex is a nuclear complex that is required for transcription elongation through genes containing tandemly repeated DNA sequences. The THO complex is also part of the TREX (TRanscription EXport) complex that is involved in coupling transcription to export of mRNAs to the cytoplasm. In S. cerevisiae, it is composed of four subunits: Hpr1p, Tho2p, Thp1p, and Mft1p, while the human complex is composed of 7 subunits."
GO:0003678,DNA helicase activity,1,97,9.25E-03,molecular_function,"Unwinding of a DNA helix, driven by ATP hydrolysis."
GO:0006268,DNA unwinding involved in DNA replication,2,17,3.01E-39,biological_process,"The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."
GO:0006270,DNA replication initiation,1,51,2.06E-04,biological_process,"The process in which DNA-dependent DNA replication is started; it begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, followed by DNA unwinding."
GO:0004807,triose-phosphate isomerase activity,1,8,8.67E-22,molecular_function,Catalysis of the reaction: D-glyceraldehyde 3-phosphate = glycerone phosphate.
GO:0016052,carbohydrate catabolic process,2,394,2.59E-02,biological_process,"The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
GO:0048046,apoplast,3,407,4.97E-04,cellular_component,"The cell membranes and intracellular regions in a plant are connected through plasmodesmata, and plants may be described as having two major compartments: the living symplast and the non-living apoplast. The apoplast is external to the plasma membrane and includes cell walls, intercellular spaces and the lumen of dead structures such as xylem vessels. Water and solutes pass freely through it."
GO:0006071,glycerol metabolic process,1,16,1.41E-11,biological_process,"The chemical reactions and pathways involving glycerol, 1,2,3-propanetriol, a sweet, hygroscopic, viscous liquid, widely distributed in nature as a constituent of many lipids."
GO:0006081,cellular aldehyde metabolic process,1,92,7.29E-03,biological_process,"The chemical reactions and pathways involving aldehydes, any organic compound with the formula R-CH=O, as carried out by individual cells."
GO:0006638,neutral lipid metabolic process,1,50,1.76E-04,biological_process,"The chemical reactions and pathways involving neutral lipids, lipids only soluble in solvents of very low polarity."
GO:0032352,positive regulation of hormone metabolic process,1,9,1.58E-19,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving any hormone."
GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",1,76,2.80E-03,molecular_function,"Catalysis of an oxidation-reduction (redox) reaction in which the hydrogen donor and acceptor, which is an aldose or a ketose, are the same molecule, and no oxidized product appears."
GO:0006639,acylglycerol metabolic process,1,50,1.76E-04,biological_process,"The chemical reactions and pathways involving acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."
GO:0006641,triglyceride metabolic process,1,46,8.84E-05,biological_process,"The chemical reactions and pathways involving triglyceride, any triester of glycerol. The three fatty acid residues may all be the same or differ in any permutation. Triglycerides are important components of plant oils, animal fats and animal plasma lipoproteins."
GO:0019253,reductive pentose-phosphate cycle,1,14,4.81E-13,biological_process,"The fixation of carbon dioxide (CO2) as glucose in the chloroplasts of C3 plants; uses ATP and NADPH formed in the light reactions of photosynthesis; carbon dioxide reacts with ribulose 1,5-bisphosphate (catalyzed by the function of ribulose-bisphosphate carboxylase) to yield two molecules of 3-phosphoglycerate; these are then phosphorylated by ATP to 1,3-bisphosphateglyceraldehyde which, in turn, is then reduced by NADPH to glyceraldehyde 3-phosphate. The glyceraldehyde 3-phosphate is converted to fructose 5-phosphate and ribulose 5-phosphate by aldolase and other enzymes; the ribulose 5-phosphate is phosphorylated by ATP to ribulose 1,5-bisphosphate."
GO:0019400,alditol metabolic process,1,18,1.96E-10,biological_process,"The chemical reactions and pathways involving alditols, any polyhydric alcohol derived from the acyclic form of a monosaccharide by reduction of its aldehyde or keto group to an alcoholic group."
GO:0006642,triglyceride mobilization,1,1,4.76E-163,biological_process,"The release of triglycerides, any triester of glycerol, from storage within cells or tissues, making them available for metabolism."
GO:0019405,alditol catabolic process,1,7,1.08E-24,biological_process,"The chemical reactions and pathways resulting in the breakdown of alditols, any polyhydric alcohol derived from the acyclic form of a monosaccharide by reduction of its aldehyde or keto group to an alcoholic group."
GO:0019563,glycerol catabolic process,1,7,1.08E-24,biological_process,"The chemical reactions and pathways resulting in the breakdown of glycerol, 1,2,3-propanetriol, a sweet, hygroscopic, viscous liquid, widely distributed in nature as a constituent of many lipids."
GO:0019682,glyceraldehyde-3-phosphate metabolic process,1,14,4.81E-13,biological_process,"The chemical reactions and pathways involving glyceraldehyde-3-phosphate, an important intermediate in glycolysis."
GO:0019685,"photosynthesis, dark reaction",1,15,2.91E-12,biological_process,A complex cycle of enzyme-mediated reactions which catalyzes the reduction of carbon dioxide to sugar. As well as carbon dioxide the cycle requires reducing power in the form of reduced nicotinamide adenine dinucleotide phosphate (NADP) and chemical energy in the form of adenosine triphosphate (ATP). The reduced NADP (NADPH) and ATP are produced by the 'light' reactions.
GO:0032504,multicellular organism reproduction,1,4,4.69E-42,biological_process,The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.
GO:0046166,glyceraldehyde-3-phosphate biosynthetic process,1,3,1.58E-55,biological_process,"The chemical reactions and pathways resulting in the formation of glyceraldehyde-3-phosphate, an important intermediate in glycolysis."
GO:0046174,polyol catabolic process,1,20,1.62E-09,biological_process,"The chemical reactions and pathways resulting in the breakdown of a polyol, any alcohol containing three or more hydroxyl groups attached to saturated carbon atoms."
GO:0019751,polyol metabolic process,1,136,3.40E-02,biological_process,"The chemical reactions and pathways involving a polyol, any alcohol containing three or more hydroxyl groups attached to saturated carbon atoms."
GO:0046184,aldehyde biosynthetic process,1,23,1.95E-08,biological_process,"The chemical reactions and pathways resulting in the formation of aldehydes, any organic compound with the formula R-CH=O."
GO:1901616,organic hydroxy compound catabolic process,1,40,2.45E-05,biological_process,The chemical reactions and pathways resulting in the breakdown of organic hydroxy compound.
GO:0046164,alcohol catabolic process,1,29,6.17E-07,biological_process,"The chemical reactions and pathways resulting in the breakdown of alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."
GO:0004049,anthranilate synthase activity,1,12,5.40E-15,molecular_function,Catalysis of the reaction: chorismate + L-glutamine = anthranilate + pyruvate + L-glutamate.
GO:0016833,oxo-acid-lyase activity,1,27,2.31E-07,molecular_function,"Catalysis of the cleavage of a C-C bond by other means than by hydrolysis or oxidation, of a 3-hydroxy acid."
GO:0006586,indolalkylamine metabolic process,1,121,2.25E-02,biological_process,"The chemical reactions and pathways involving indolalkylamines, indole or indole derivatives containing a primary, secondary, or tertiary amine group."
GO:0042401,biogenic amine biosynthetic process,1,105,1.30E-02,biological_process,"The chemical reactions and pathways occurring at the level of individual cells resulting in the formation of any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."
GO:0009309,amine biosynthetic process,1,105,1.30E-02,biological_process,"The chemical reactions and pathways resulting in the formation of any organic compound that is weakly basic in character and contains an amino or a substituted amino group. Amines are called primary, secondary, or tertiary according to whether one, two, or three carbon atoms are attached to the nitrogen atom."
GO:0006568,tryptophan metabolic process,1,121,2.25E-02,biological_process,"The chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
GO:0000162,tryptophan biosynthetic process,1,53,2.77E-04,biological_process,"The chemical reactions and pathways resulting in the formation of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid; tryptophan is synthesized from chorismate via anthranilate."
GO:0005950,anthranilate synthase complex,1,2,1.95E-82,cellular_component,"A heterotetrameric enzyme complex made up of two components I and two components II. Catalyzes the formation of anthranilate, pyruvate and L-glutamate from chorismate and L-glutamine."
GO:0015101,organic cation transmembrane transporter activity,1,21,4.01E-09,molecular_function,Enables the transfer of organic cations from one side of a membrane to the other. Organic cations are atoms or small molecules with a positive charge that contain carbon in covalent linkage.
GO:0000095,S-adenosyl-L-methionine transmembrane transporter activity,1,7,1.08E-24,molecular_function,"Enables the transfer of S-adenosylmethionine from one side of a membrane to the other. S-adenosylmethionine is S-(5'-adenosyl)-L-methionine, an important intermediate in one-carbon metabolism."
GO:0015695,organic cation transport,1,14,4.81E-13,biological_process,"The directed movement of organic cations into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic cations are atoms or small molecules with a positive charge which contain carbon in covalent linkage."
GO:0046219,indolalkylamine biosynthetic process,1,53,2.77E-04,biological_process,"The chemical reactions and pathways resulting in the formation of indolalkylamines, indole or indole derivatives containing a primary, secondary, or tertiary amine group."
GO:0015805,S-adenosyl-L-methionine transport,1,1,4.76E-163,biological_process,"The directed movement of S-adenosylmethionine, S-(5'-adenosyl)-L-methionine, an important intermediate in one-carbon metabolism, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0072348,sulfur compound transport,1,46,8.84E-05,biological_process,"The directed movement of compounds that contain sulfur, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0072528,pyrimidine-containing compound biosynthetic process,1,138,3.57E-02,biological_process,"The chemical reactions and pathways resulting in the formation of a pyrimidine-containing compound, i.e. any compound that contains pyrimidine or a formal derivative thereof."
GO:1901682,sulfur compound transmembrane transporter activity,1,67,1.36E-03,molecular_function,Enables the transfer of a sulfur compound from one side of a membrane to the other.
