,Table S8. GO enrichment of cluster 1,,,,,
GO:0031974,membrane-enclosed lumen,1,131,6.49E-04,cellular_component,"The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."
GO:0043094,cellular metabolic compound salvage,1,130,6.16E-04,biological_process,"Any process which produces a useful metabolic compound from derivatives of it without de novo synthesis, as carried out by individual cells."
GO:0009396,folic acid-containing compound biosynthetic process,1,47,5.83E-09,biological_process,The chemical reactions and pathways resulting in the formation of folic acid and its derivatives.
GO:0016879,"ligase activity, forming carbon-nitrogen bonds",1,223,1.13E-02,molecular_function,"Catalysis of the joining of two molecules, or two groups within a single molecule, via a carbon-nitrogen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
GO:0042398,cellular modified amino acid biosynthetic process,1,70,2.09E-06,biological_process,"The chemical reactions and pathways resulting in the formation of compounds derived from amino acids, organic acids containing one or more amino substituents."
GO:0090351,seedling development,1,32,1.46E-12,biological_process,"The process whose specific outcome is the progression of the seedling over time, beginning with seed germination and ending when the first adult leaves emerge."
GO:0042559,pteridine-containing compound biosynthetic process,1,54,5.89E-08,biological_process,"The chemical reactions and pathways resulting in the formation of any compound containing pteridine (pyrazino(2,3-dipyrimidine)), e.g. pteroic acid, xanthopterin and folic acid."
GO:0009909,regulation of flower development,2,200,4.45E-08,biological_process,"Any process that modulates the frequency, rate or extent of flower development."
GO:0046901,tetrahydrofolylpolyglutamate biosynthetic process,1,7,2.97E-52,biological_process,"The chemical reactions and pathways resulting in the formation of tetrahydrofolylpolyglutamate, a folate derivative comprising tetrahydrofolate attached to a chain of glutamate residues."
GO:0070013,intracellular organelle lumen,1,131,6.49E-04,cellular_component,An organelle lumen that is part of an intracellular organelle.
GO:0043233,organelle lumen,1,131,6.49E-04,cellular_component,"The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."
GO:0048831,regulation of shoot system development,2,219,1.91E-07,biological_process,"Any process that modulates the frequency, rate or extent of shoot development."
GO:0048580,regulation of post-embryonic development,2,518,1.56E-03,biological_process,"Any process that modulates the frequency, rate or extent of post-embryonic development. Post-embryonic development is defined as the process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure."
GO:0003684,damaged DNA binding,1,84,1.59E-05,molecular_function,Binding to damaged DNA.
GO:0003887,DNA-directed DNA polymerase activity,1,83,1.41E-05,molecular_function,Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1); the synthesis of DNA from deoxyribonucleotide triphosphates in the presence of a DNA template and a 3'hydroxyl group.
GO:0051239,regulation of multicellular organismal process,2,826,2.09E-02,biological_process,"Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."
GO:2000026,regulation of multicellular organismal development,2,608,4.29E-03,biological_process,"Any process that modulates the frequency, rate or extent of multicellular organismal development."
GO:0009411,response to UV,3,138,7.16E-24,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."
GO:0006974,DNA damage response,2,751,1.34E-02,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."
GO:0010224,response to UV-B,1,81,1.09E-05,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-B radiation stimulus. UV-B radiation (UV-B light) spans the wavelengths 280 to 315 nm."
GO:0055028,cortical microtubule,1,61,3.52E-07,cellular_component,Arrays of microtubules underlying and connected to the plasma membrane in the cortical cytosol.
GO:0016779,nucleotidyltransferase activity,2,515,1.50E-03,molecular_function,Catalysis of the transfer of a nucleotidyl group to a reactant.
GO:0005874,microtubule,1,240,1.53E-02,cellular_component,"Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle."
GO:0005881,cytoplasmic microtubule,1,72,2.93E-06,cellular_component,Any microtubule in the cytoplasm of a cell.
GO:2000241,regulation of reproductive process,2,723,1.11E-02,biological_process,"Any process that modulates the frequency, rate or extent of reproductive process."
GO:0034061,DNA polymerase activity,1,88,2.53E-05,molecular_function,Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1); the synthesis of DNA from deoxyribonucleotide triphosphates in the presence of a nucleic acid template and a 3'hydroxyl group.
GO:0099081,supramolecular polymer,1,258,2.03E-02,cellular_component,A polymeric supramolecular structure.
GO:0099512,supramolecular fiber,1,258,2.03E-02,cellular_component,A polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure.
GO:0099513,polymeric cytoskeletal fiber,1,255,1.94E-02,cellular_component,A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits.
GO:0017018,myosin phosphatase activity,1,124,4.44E-04,molecular_function,Catalysis of the reaction: phosphomyosin + H2O = myosin + phosphate.
GO:0005635,nuclear envelope,1,86,2.02E-05,cellular_component,"The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space)."
GO:0004722,protein serine/threonine phosphatase activity,1,215,9.68E-03,molecular_function,"Catalysis of the reaction: protein serine phosphate + H2O = protein serine + phosphate, and protein threonine phosphate + H2O = protein threonine + phosphate."
GO:0009611,response to wounding,2,944,3.71E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."
GO:0009738,abscisic acid-activated signaling pathway,1,167,2.83E-03,biological_process,"The series of molecular signals generated by the binding of the plant hormone abscisic acid (ABA) to a receptor, and ending with modulation of a cellular process, e.g. transcription."
GO:0005819,spindle,1,67,1.22E-06,cellular_component,The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart.
GO:0005875,microtubule associated complex,1,99,7.52E-05,cellular_component,Any multimeric complex connected to a microtubule.
GO:0009664,plant-type cell wall organization,1,195,6.21E-03,biological_process,"A process that results in the assembly and arrangement of constituent parts of the cellulose and pectin-containing cell wall, or in the disassembly of the cellulose and pectin-containing cell wall. This process is carried out at the cellular level. An example of this process is found in Arabidopsis thaliana."
GO:0004721,phosphoprotein phosphatase activity,1,326,4.52E-02,molecular_function,"Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cellular proteins and thereby provide an important mechanism for regulating cellular activity."
GO:0009827,plant-type cell wall modification,1,66,1.01E-06,biological_process,"The series of events leading to chemical and structural alterations of an existing cellulose and pectin-containing cell wall that can result in loosening, increased extensibility or disassembly. An example of this is found in Arabidopsis thaliana."
GO:0010053,root epidermal cell differentiation,1,67,1.22E-06,biological_process,The process in which a relatively unspecialized cell in the root epidermis acquires the specialized features of a trichoblast or atrichoblast.
GO:0072686,mitotic spindle,1,16,9.79E-24,cellular_component,A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules.
GO:0009524,phragmoplast,1,73,3.45E-06,cellular_component,"The phragmoplast is a plant cell specific cytoplasmic structure composed of cytoskeletal polymers, membranes, and associated cytosolic proteins that functions as the focused secretory module for assembling the cell plate."
GO:0042545,cell wall modification,1,264,2.21E-02,biological_process,"The series of events leading to chemical and structural alterations of an existing cell wall that can result in loosening, increased extensibility or disassembly."
GO:0021700,developmental maturation,2,214,1.33E-07,biological_process,"A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state."
GO:0043473,pigmentation,1,6,1.10E-60,biological_process,"The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."
GO:0043476,pigment accumulation,1,6,1.10E-60,biological_process,"The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to some external stimulus."
GO:0010143,cutin biosynthetic process,1,28,3.63E-14,biological_process,"The chemical reactions and pathways resulting in the formation of cutin, a waxy substance, which combined with cellulose forms a substance nearly impervious to water and constituting the cuticle in plants."
GO:0043478,pigment accumulation in response to UV light,1,5,1.77E-72,biological_process,"The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to a UV light stimulus."
GO:0043480,pigment accumulation in tissues,1,5,1.77E-72,biological_process,"The aggregation of coloring matter in a particular location in a tissue, occurring in response to an external stimulus."
GO:0043481,anthocyanin accumulation in tissues in response to UV light,1,5,1.77E-72,biological_process,"The aggregation of the pigment anthocyanin in a particular location in a tissue, occurring in response to a UV light stimulus."
GO:0048764,trichoblast maturation,1,25,1.05E-15,biological_process,"A developmental process, independent of morphogenetic (shape) change, that is required for a trichoblast cell to attain its fully functional state."
GO:0043479,pigment accumulation in tissues in response to UV light,1,5,1.77E-72,biological_process,"The aggregation of coloring matter in a particular location in a tissue, occurring in response to a UV light stimulus."
GO:0048469,cell maturation,1,25,1.05E-15,biological_process,"The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state."
GO:0090627,plant epidermal cell differentiation,1,122,3.95E-04,biological_process,The process in which a relatively unspecialized cell acquires specialized features of a plant epidermal cell.
GO:0010117,photoprotection,1,14,6.50E-27,biological_process,Protection mechanism used by plants under conditions of excess energy absorption as a consequence of the light reactions of photosynthesis.
GO:0009642,response to light intensity,2,401,2.18E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus."
GO:0009644,response to high light intensity,2,65,5.68E-23,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a high light intensity stimulus."
GO:0048765,root hair cell differentiation,1,25,1.05E-15,biological_process,The process in which a relatively unspecialized cell acquires specialized features of a root hair cell.
GO:0071695,anatomical structure maturation,2,191,2.02E-08,biological_process,"A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state."
GO:0019216,regulation of lipid metabolic process,2,99,1.99E-15,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."
GO:0010431,seed maturation,1,41,4.34E-10,biological_process,"A process in seed development that occurs after embryogenesis by which a quiescent state is established in a seed. Seed maturation is characterized by storage compound accumulation, acquisition of desiccation tolerance, growth arrest and the entry into a dormancy period of variable length that is broken upon germination."
GO:0031977,thylakoid lumen,1,71,2.48E-06,cellular_component,The volume enclosed by a thylakoid membrane.
GO:0045833,negative regulation of lipid metabolic process,2,14,2.33E-102,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipids."
GO:0046320,regulation of fatty acid oxidation,1,7,2.97E-52,biological_process,"Any process that modulates the frequency, rate or extent of fatty acid oxidation."
GO:0019217,regulation of fatty acid metabolic process,1,29,1.00E-13,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving fatty acids."
GO:0048609,multicellular organismal reproductive process,1,169,3.01E-03,biological_process,"The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."
GO:0045922,negative regulation of fatty acid metabolic process,1,7,2.97E-52,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving fatty acids."
GO:1901562,response to paraquat,1,5,1.77E-72,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a paraquat stimulus."
GO:0006302,double-strand break repair,1,167,2.83E-03,biological_process,The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix.
GO:0000725,recombinational repair,1,118,3.10E-04,biological_process,"A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."
GO:0043484,regulation of RNA splicing,1,42,7.04E-10,biological_process,"Any process that modulates the frequency, rate or extent of RNA splicing, the process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."
GO:0007062,sister chromatid cohesion,1,50,1.70E-08,biological_process,The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other.
GO:0000724,double-strand break repair via homologous recombination,1,111,1.94E-04,biological_process,"The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."
GO:0010165,response to X-ray,1,10,4.61E-37,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."
GO:0006310,DNA recombination,1,251,1.82E-02,biological_process,"Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction."
GO:0046322,negative regulation of fatty acid oxidation,1,2,1.81E-178,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of fatty acid oxidation."
GO:0140299,small molecule sensor activity,1,73,3.45E-06,molecular_function,Binding to a small molecule and eliciting a change in the protein's activity in response to the intracellular level of that small molecule.
GO:0140612,DNA damage sensor activity,1,27,1.22E-14,molecular_function,"A molecule that recognises toxic DNA structures, for example, double-strand breaks or collapsed replication forks, and initiates a signalling response."
GO:0051276,chromosome organization,1,292,3.15E-02,biological_process,"A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."
GO:0031248,protein acetyltransferase complex,1,108,1.56E-04,cellular_component,A complex that catalyzes the transfer of an acetyl group to a protein acceptor molecule.
GO:0031414,N-terminal protein acetyltransferase complex,1,17,2.00E-22,cellular_component,A complex that catalyzes the transfer of an acetyl group to the N-terminal residue of a protein acceptor molecule.
GO:0009790,embryo development,2,863,2.54E-02,biological_process,"The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."
GO:0009793,embryo development ending in seed dormancy,2,819,2.01E-02,biological_process,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana."
GO:0140664,ATP-dependent DNA damage sensor activity,1,26,3.75E-15,molecular_function,"A molecule that recognises toxic DNA structures, and initiates a signalling response, driven by ATP hydrolysis."
GO:0031415,NatA complex,1,6,1.10E-60,cellular_component,"A conserved complex that catalyzes the transfer of an acetyl group to an N-terminal Ser, Ala, Gly, or Thr residue of a protein acceptor molecule. In Saccharomyces the complex includes Nat1p and Ard1p, and may contain additional proteins."
GO:1902493,acetyltransferase complex,1,108,1.56E-04,cellular_component,A protein complex which is capable of acetyltransferase activity.
GO:0010212,response to ionizing radiation,1,31,6.32E-13,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."
GO:0046337,phosphatidylethanolamine metabolic process,1,15,3.21E-25,biological_process,"The chemical reactions and pathways involving phosphatidylethanolamine, any of a class of glycerophospholipids in which a phosphatidyl group is esterified to the hydroxyl group of ethanolamine. It is a major structural phospholipid in mammalian systems. It tends to be more abundant than phosphatidylcholine in the internal membranes of the cell and is an abundant component of prokaryotic membranes."
GO:0004306,ethanolamine-phosphate cytidylyltransferase activity,1,2,1.81E-178,molecular_function,Catalysis of the reaction: CTP + ethanolamine phosphate = diphosphate + CDP-ethanolamine.
GO:0006646,phosphatidylethanolamine biosynthetic process,1,14,6.50E-27,biological_process,"The chemical reactions and pathways resulting in the formation of phosphatidylethanolamine, any of a class of glycerophospholipids in which a phosphatidyl group is esterified to the hydroxyl group of ethanolamine."
GO:0008654,phospholipid biosynthetic process,1,299,3.42E-02,biological_process,"The chemical reactions and pathways resulting in the formation of a phospholipid, a lipid containing phosphoric acid as a mono- or diester."
GO:0045017,glycerolipid biosynthetic process,1,265,2.24E-02,biological_process,"The chemical reactions and pathways resulting in the formation of glycerolipids, any lipid with a glycerol backbone."
GO:0046474,glycerophospholipid biosynthetic process,1,198,6.67E-03,biological_process,"The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."
GO:0005741,mitochondrial outer membrane,1,78,7.29E-06,cellular_component,"The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."
GO:0031966,mitochondrial membrane,1,232,1.34E-02,cellular_component,Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope.
GO:0006473,protein acetylation,1,91,3.50E-05,biological_process,"The addition of an acetyl group to a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."
GO:0006475,internal protein amino acid acetylation,1,78,7.29E-06,biological_process,The addition of an acetyl group to a non-terminal amino acid in a protein.
GO:0016570,histone modification,1,270,2.40E-02,biological_process,The covalent alteration of one or more amino acid residues within a histone protein.
GO:0070567,cytidylyltransferase activity,1,32,1.46E-12,molecular_function,Catalysis of the transfer of a cytidylyl group to an acceptor.
GO:0043543,protein acylation,1,125,4.70E-04,biological_process,"The addition of an acyl group, any group or radical of the form RCO- where R is an organic group, to a protein amino acid."
GO:0016573,histone acetylation,1,78,7.29E-06,biological_process,The modification of a histone by the addition of an acetyl group.
GO:0018393,internal peptidyl-lysine acetylation,1,78,7.29E-06,biological_process,The addition of an acetyl group to a non-terminal lysine residue in a protein.
GO:0018394,peptidyl-lysine acetylation,1,78,7.29E-06,biological_process,The acetylation of peptidyl-lysine.
GO:0018193,peptidyl-amino acid modification,2,853,2.42E-02,biological_process,The alteration of an amino acid residue in a peptide.
GO:0008270,zinc ion binding,3,1616,2.52E-02,molecular_function,Binding to a zinc ion (Zn).
GO:0018205,peptidyl-lysine modification,2,515,1.50E-03,biological_process,The modification of peptidyl-lysine.
GO:0048573,"photoperiodism, flowering",1,136,8.32E-04,biological_process,"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species."
GO:0004042,acetyl-CoA:L-glutamate N-acetyltransferase activity,1,6,1.10E-60,molecular_function,Catalysis of the reaction: L-glutamate + acetyl-CoA = N-acetyl-L-glutamate + CoA + H+.
GO:0006525,arginine metabolic process,1,41,4.34E-10,biological_process,"The chemical reactions and pathways involving arginine, 2-amino-5-(carbamimidamido)pentanoic acid."
GO:0009064,glutamine family amino acid metabolic process,1,134,7.55E-04,biological_process,"The chemical reactions and pathways involving amino acids of the glutamine family, comprising arginine, glutamate, glutamine and proline."
GO:0009084,glutamine family amino acid biosynthetic process,1,77,6.32E-06,biological_process,"The chemical reactions and pathways resulting in the formation of amino acids of the glutamine family, comprising arginine, glutamate, glutamine and proline."
GO:0009753,response to jasmonic acid,2,563,2.69E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a jasmonic acid stimulus."
GO:0103045,methione N-acyltransferase activity,1,3,1.31E-119,molecular_function,Catalysis of the reaction: L-methionine + acetyl-CoA = N-acetyl-L-methionine + coenzyme A + H+.
GO:0006526,arginine biosynthetic process,1,26,3.75E-15,biological_process,"The chemical reactions and pathways resulting in the formation of arginine, 2-amino-5-(carbamimidamido)pentanoic acid."
GO:0010150,leaf senescence,1,291,3.12E-02,biological_process,The last stage of leaf development during which programmed degradation of macromolecules and nutrient recycling take place.
GO:0016592,mediator complex,1,113,2.23E-04,cellular_component,"A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."
GO:0070542,response to fatty acid,2,596,3.81E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fatty acid stimulus."
GO:0005432,calcium:sodium antiporter activity,1,5,1.77E-72,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Ca2+(in) + Na+(out) = Ca2+(out) + Na+(in).
GO:0015081,sodium ion transmembrane transporter activity,1,64,6.74E-07,molecular_function,Enables the transfer of sodium ions (Na+) from one side of a membrane to the other.
GO:0015368,calcium:monoatomic cation antiporter activity,1,32,1.46E-12,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Ca2+(in) + cation(out) = Ca2+(out) + cation(in).
GO:0015291,secondary active transmembrane transporter activity,2,498,1.18E-03,molecular_function,"Enables the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy, not direct ATP coupling. Secondary active transporters include symporters and antiporters."
GO:0015085,calcium ion transmembrane transporter activity,1,137,8.73E-04,molecular_function,Enables the transfer of calcium (Ca) ions from one side of a membrane to the other.
GO:0004842,ubiquitin-protein transferase activity,2,771,1.52E-02,molecular_function,"Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y = Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages."
GO:0140828,metal cation:monoatomic cation antiporter activity,1,100,8.21E-05,molecular_function,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: solute(out) + Na+(in) = solute(in) + Na+(out).
GO:0006511,ubiquitin-dependent protein catabolic process,2,779,1.60E-02,biological_process,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."
GO:0010498,proteasomal protein catabolic process,1,296,3.30E-02,biological_process,The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome.
GO:0019787,ubiquitin-like protein transferase activity,2,794,1.75E-02,molecular_function,"Catalysis of the transfer of a ubiquitin-like from one protein to another via the reaction X-ULP + Y = Y-ULP + X, where both X-ULP and Y-ULP are covalent linkages. ULP represents a ubiquitin-like protein."
GO:0016755,aminoacyltransferase activity,2,824,2.07E-02,molecular_function,Catalysis of the transfer of an amino-acyl group from one compound (donor) to another (acceptor).
GO:0015297,antiporter activity,2,347,5.73E-05,molecular_function,Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy. The reaction is: solute A(out) + solute B(in) = solute A(in) + solute B(out).
GO:0043632,modification-dependent macromolecule catabolic process,2,816,1.98E-02,biological_process,"The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."
GO:0051603,proteolysis involved in protein catabolic process,2,904,3.10E-02,biological_process,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
GO:0048481,plant ovule development,1,53,4.39E-08,biological_process,"The process whose specific outcome is the progression of the ovule over time, from its formation to the mature structure. The ovule is the structure in seed plants enclosing the female gametophyte, and is composed of the nucellus, one or two integuments, and the funiculus; it develops into the seed."
GO:0019941,modification-dependent protein catabolic process,2,803,1.84E-02,biological_process,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,1,279,2.69E-02,biological_process,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."
GO:0015932,nucleobase-containing compound transmembrane transporter activity,1,214,9.48E-03,molecular_function,"Enables the transfer of nucleobases, nucleosides, nucleotides and nucleic acids from one side of a membrane to the other."
GO:2000012,regulation of auxin polar transport,1,35,1.34E-11,biological_process,"Any process that modulates the frequency, rate or extent of auxin polar transport."
GO:0005338,nucleotide-sugar transmembrane transporter activity,1,50,1.70E-08,molecular_function,Enables the transfer of a nucleotide-sugar from one side of a membrane to the other. A nucleotide-sugar is any nucleotide in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative.
GO:0005457,GDP-fucose transmembrane transporter activity,1,8,6.30E-46,molecular_function,Enables the transfer of a GDP-fucose from one side of a membrane to the other. GDP-fucose is a substance composed of fucose in glycosidic linkage with guanosine diphosphate.
GO:0032879,regulation of localization,1,223,1.13E-02,biological_process,"Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."
GO:0000138,Golgi trans cisterna,1,86,2.02E-05,cellular_component,The Golgi cisterna farthest from the endoplasmic reticulum; the final processing compartment through which proteins pass before exiting the Golgi apparatus; the compartment in which N-linked protein glycosylation is completed.
GO:0015780,nucleotide-sugar transmembrane transport,1,34,6.68E-12,biological_process,"The directed movement of nucleotide-sugars into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Nucleotide-sugars are any nucleotide in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative."
GO:0051049,regulation of transport,1,139,9.58E-04,biological_process,"Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0036080,purine nucleotide-sugar transmembrane transporter activity,1,10,4.61E-37,molecular_function,Enables the transfer of a purine nucleotide-sugar from one side of a membrane to the other. Purine nucleotide-sugars are purine nucleotides in glycosidic linkage with a monosaccharide or monosaccharide derivative.
GO:0004860,protein kinase inhibitor activity,1,24,2.67E-16,molecular_function,"Binds to and stops, prevents or reduces the activity of a protein kinase."
